id,num_transacciones,comercio,dias_promedio_entre_compras,varianza_montos,tipo_venta_frecuente,ultima_fecha_compra,fecha_nacimiento,fecha_alta,id_municipio,id_estado,tipo_persona,genero,actividad_empresarial,edad
0431ee5805e9638f3b24d93812182ec88d7b8c20,527,UBER EATS,0.7490494296577946,1697.5840740312115,digital,2023-01-30,1987-12-23,2020-02-09,5509016,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,37
0471167c6dcd9e87952bee4478ce26337793c07f,181,AMAZON,2.1555555555555554,1384.8888217556782,digital,2023-01-27,2002-03-05,2020-03-08,6519021,65,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,23
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,265,UBER EATS,1.481060606060606,2397.5651535391667,digital,2023-01-27,1989-12-09,2019-07-30,7630087,76,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,35
04fd28294e679ea9848b3057862a6bf40367331e,79,AMAZON,4.961538461538462,4681.265178740667,digital,2023-01-25,1995-07-15,2019-04-28,5711007,57,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,29
054be5f40d50b28d2b82af57159343989dd28012,291,AMAZON,1.3310344827586207,4981.853255606109,digital,2023-01-30,1990-10-03,2017-05-21,6014120,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,34
064a7e19386fffe76845c0af12b8971542af1270,223,OXXO,1.7612612612612613,8178.739686696559,fisica,2023-01-29,1989-07-11,2016-07-09,6822014,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO,35
0686ef5970f3e3e29ba54c0e82c22364cb1ade90,294,AMAZON,1.341296928327645,8674.876771131385,digital,2023-01-29,1980-08-10,2019-07-21,5509012,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,44
068a3a4901e7819ac41bfd214b724a4094baa6fc,346,UBER,1.127536231884058,1009.1935187945046,digital,2023-01-30,1981-04-15,2019-01-04,7024035,70,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,44
06a11e73530670c0ab02598f0a621b84ffc894ce,445,AMAZON,0.8806306306306306,7355.704087228464,digital,2023-01-30,1995-11-04,2015-03-29,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,29
06ca5015907f43d644fd5a91ede20434f6fecafc,490,URBANI,0.7914110429447853,3801.1239031659766,digital,2023-01-24,1997-03-16,2020-01-05,6519031,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,28
06edf585cd7a632155cf063b328033ffbfa7ae69,123,MI ATT,3.19672131147541,6605.555099893376,digital,2023-01-30,1991-07-26,2020-02-03,6014120,60,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS,33
072b18c67074cbfff8122908e96cce23d19fd18e,456,AMAZON,0.8549450549450549,7927.968982623867,digital,2023-01-29,1960-05-13,2019-02-03,5509014,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,65
074d3028233af49dc2dc2b5ccfff0c960b91237a,348,DIDI RIDES,1.1296829971181557,6366.140765122229,digital,2023-01-30,1997-06-21,2019-09-06,5509004,55,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,27
07dcc29c8538d50e2889c8418b62bde027b62425,254,DIDI RIDES,1.5454545454545454,12745.529060844672,digital,2023-01-29,1997-02-01,2019-09-17,6923005,69,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,28
07e3e5ff90a36ec9826973b7cfea778815cd4187,452,MERCADO PAGO,0.8736141906873615,14359.066375783901,digital,2023-01-30,1983-12-20,2019-08-10,6115024,61,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,41
0802e55117a6dab8cdd7ddfe532bbf3dd900fd8e,224,STARBUCKS,1.7533632286995515,1320.1135371876999,digital,2023-01-29,1988-06-15,2019-01-25,5509014,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS,36
08b58fa544eb71cf1fde51fd4ca077166653ec29,213,KUESKI PAY,1.8443396226415094,2636.963789534059,digital,2023-01-27,1993-04-19,2019-01-11,6721119,67,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS,32
08c5a16957f74f2168ac2dc0af5623b621dd375e,287,MERCADO PAGO,1.3601398601398602,6826.169219655951,digital,2023-01-30,1998-09-15,2020-02-14,4903008,49,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS,26
08cc682e0ae51b9b193a51d81215a8290e38ae13,411,UBER,0.9512195121951219,4128.964614361167,digital,2023-01-28,1981-05-06,2020-05-26,6923005,69,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL,44
095d37f69671480cb972a29a801f28b09791de7b,370,OXXO,1.048780487804878,772.4888234117043,fisica,2023-01-30,1999-01-12,2018-11-24,6014097,60,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,26
09b86636f4807823ff9041b427405b00aa25829c,1054,AMAZON,0.3741690408357075,3654.558582951843,digital,2023-01-30,1975-07-02,2020-08-25,6822014,68,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS,49
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,861,OXXO,0.45813953488372094,2446.1506012967634,fisica,2023-01-30,1995-07-12,2021-11-13,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,29
0be4d7b035874bc846e23a579c637094a647b044,128,AMAZON,3.094488188976378,12336.61046929135,digital,2023-01-30,1986-06-28,2019-05-31,5711017,57,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL,38
0cddce87733ba0eae8aa52546a3931f0fc76e195,330,AMAZON,1.1945288753799392,3706.2112962227143,digital,2023-01-29,1971-03-03,2019-11-03,4802004,48,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS,54
0d07b8aad9a390e466d2db0df72bf01e278c501b,470,UBER,0.8400852878464818,820.8139997917704,digital,2023-01-30,1993-08-31,2017-09-09,6519039,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,31
0d0f7fbf49570487b719baa9825e2813616b4eb0,378,FACEBOOK,1.0424403183023874,1189.2730003536694,fisica,2023-01-30,1976-11-21,2020-07-14,5509007,55,Persona Fisica Con Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS,48
0d5046acc98a944a452ad463109e296e1c2b5ada,411,UBER EATS,0.9609756097560975,4926.565457233398,digital,2023-01-30,1988-11-17,2019-11-23,6822014,68,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS,36
0d7e9d7ce47c82714b00162dc2aecb532461a373,285,UBER,1.369718309859155,3557.1197100741288,digital,2023-01-26,1987-07-16,2020-12-26,6519039,65,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,37
0decc976b7210aff945d6f0726bc267319576fa6,300,ADOBE,1.31438127090301,3393.486192217392,digital,2023-01-30,1994-08-02,2020-11-14,6923005,69,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,30
0e04ea5c1465c0208e0cf169f1de081cdf1b2de6,284,HEB,1.3886925795053005,39763.563110351875,fisica,2023-01-29,1980-11-05,2021-09-13,6822011,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,44
0e0eb9a364f2ebe899650011c241766b7c6ae7d0,36,TOTAL PLAY,11.028571428571428,685.3213971428572,digital,2023-01-27,1986-03-31,2019-05-06,6721119,67,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL,39
0e605f4ddcc29e333424991f6eba05e3faefe32c,281,AMAZON,1.3857142857142857,33864.150862318245,digital,2023-01-25,1990-10-27,2019-09-29,5509012,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO,34
0e88c6a4def87b721b3e87a13684bbb4b27bff05,342,CALIENTE,1.1319648093841643,1031.9668698950456,digital,2023-01-24,1991-08-29,2019-05-18,5408037,54,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS,33
0e91fc4b2fd7104e53c57c2500fc15deaa0c335f,444,OXXO,0.8893905191873589,1687.4973893579806,digital,2023-01-30,1995-08-27,2019-08-23,5509007,55,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,29
0e9bb6deb8c8d03c790d3e661981fb8b436bb0ff,199,UBER EATS,1.9848484848484849,2728.909121486218,digital,2023-01-30,1988-10-25,2019-01-18,6115109,61,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS,36
0eb9b961cb30b2201c9e515b2fbf4e146465beaa,708,CHEDRAUI,0.5502121640735502,6035.734213165355,fisica,2023-01-26,1985-01-22,2019-07-27,6923008,69,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,40
0ec221ac469162bba85cbd6a6ae83b73b69313e1,128,DIDI,2.62992125984252,1772.3352875738185,digital,2023-01-29,1994-08-24,2018-11-09,7125012,71,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS,30
0f4229e8187ec8827e8fab1519d9ec344013302c,728,AMAZON,0.5405777166437414,1585.975470562261,digital,2023-01-30,1956-10-14,2019-01-18,5509010,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,68
10038dbad4635f198d7c48b8a75dec05b2d33980,292,UBER EATS,1.3470790378006874,793.3219036800356,digital,2023-01-28,1988-04-24,2020-08-11,5509017,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,37
1011e03592e1268075e99ab982c66f9d03a61443,124,SAMS CLUB,3.178861788617886,3583.881605159981,digital,2023-01-29,1983-06-14,2019-06-07,5509017,55,Persona Fisica Sin Actividad Empresarial,F,ADMINISTRACION DE INMUEBLES,41
10b8bcff4152f34cc185649489c19bb75acdd333,106,AMAZON,3.6285714285714286,58806.3586484906,digital,2023-01-25,1981-04-13,2021-01-09,4802004,48,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,44
1137144400298dbcb716b2ddb2760991989015b2,184,AMAZON,2.120218579234973,6548.7374275481125,digital,2023-01-26,1975-11-15,2018-11-30,6418020,64,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,49
1149bab4e75af718cce2cdab716824e584c3d947,264,UBER EATS,1.4866920152091254,1861.2896746615406,digital,2023-01-27,1990-04-08,2018-11-19,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DE GOBIERNO,35
118b9c12c0cc787f35910501b6fc56a1044616ec,428,UBER EATS,0.9180327868852459,10640.440786668572,digital,2023-01-29,1989-12-22,2019-06-09,6519046,65,Persona Fisica Sin Actividad Empresarial,F,AGENCIA DE PUBLICIDAD,35
11d59ef9b19a3dbac6b07b662e2b2357cab3ea98,362,TELCEL,1.074792243767313,7776.5020588306,digital,2023-01-27,1990-09-28,2019-08-25,6822011,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,34
11f4222f90ef9db317be7d3bcb386ac25ece3e46,201,SORIANA,1.93,3234.9410529999996,fisica,2023-01-28,1988-09-22,2021-02-24,6519006,65,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA,36
12454b0533c41dbc5ec85d75835c5af0bbe80e90,400,OXXO,0.9523809523809523,2502.7572849624057,digital,2023-01-29,1997-04-09,2017-02-22,6519006,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,28
12c1bb7814f3b0cd97687ae3cc6411aa3fe8e9be,241,UBER EATS,1.6375,927.8314705186723,digital,2023-01-30,1987-12-14,2021-05-17,4701005,47,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS,37
12efd2e563c31368e7fefc29459ebb0636f5c8fb,257,UBER,1.48046875,1275.881052936527,digital,2023-01-29,1983-03-15,2018-12-24,6115020,61,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,42
13242b4f5148c8c33d07d94dfe506e8af3fd51f2,397,RAPPI,0.9949494949494949,5533.08443335877,digital,2023-01-30,1990-12-07,2018-03-03,7731050,77,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,34
13383ebd8035511afaafc654962903d45856210b,298,TELCEL,1.3164983164983164,9829.82665317154,digital,2023-01-27,1993-03-04,2020-01-14,4802004,48,Persona Fisica Sin Actividad Empresarial,M,DESPACHO DE OTROS PROFESIONISTAS,32
133a307602635e05dcca30a5efc0620eecb9386f,406,TULOTERO,0.9654320987654321,3523.8345709323116,digital,2023-01-29,1979-12-28,2019-02-09,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,45
1369fc1f472280b9437b6e36e8ac4eac00dad607,241,MERCADO PAGO,1.6208333333333333,7378.607986352001,digital,2023-01-28,1985-07-27,2019-06-24,5610005,56,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE,39
13ff3a01d72cdb0a2987a9a327f16fc5cd0b85ae,321,AMAZON,1.228125,2835.9299373714944,digital,2023-01-30,1978-08-08,2021-01-03,6822006,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,46
141c0b0efc67aa7c76a66820a8d87b13d189ab05,523,AMAZON,0.7528735632183908,13349.685560755428,digital,2023-01-30,1981-06-02,2020-03-01,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL,44
143e4963cd499b1b05b544cb791a821a01072073,318,CHEDRAUI,1.2365930599369086,15603.270603091083,fisica,2023-01-30,1980-09-30,2018-12-18,6216053,62,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,44
144d05fb17ac05c4ddd77797143fe5f19212575e,100,FARMACIAS GUADALAJARA,3.9292929292929295,2084.590333979798,fisica,2023-01-29,1991-07-03,2020-11-29,7024035,70,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,33
14c945505e92346138e19910742be93a34fef2c3,193,UBER,2.0364583333333335,1661.6761468534094,digital,2023-01-29,1975-02-04,2019-11-08,7731050,77,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,50
14cff7d231f81bed4d9cdb097afbbaacce2bb32b,833,UNDOSTRES,0.4735576923076923,182.68840077771503,digital,2023-01-30,1993-05-08,2019-08-10,6115099,61,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA,32
1504732b7781f3af8b48652861a1ea1e6ec4ff5b,313,AMAZON,1.2467948717948718,3217.6770048578674,digital,2023-01-29,1968-10-16,2020-03-10,5509003,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO,56
153a1e5622ee9cb2225b871bfc322ce6f2c3d91c,351,7 ELEVEN,1.12,3809.8667156923084,digital,2023-01-30,2001-05-23,2020-01-25,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,24
155a6724b044c00b762c334737124fe4602cf0eb,2462,CALIENTE,0.15684681023973995,1178.2033927747746,digital,2023-01-25,1994-01-23,2018-12-07,6923005,69,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,31
15ab18e369a4046251d65949a3651db540d7a948,366,AMAZON,1.0657534246575342,5810.971881279291,digital,2023-01-25,1980-12-16,2020-07-06,6822014,68,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,44
15cfd7572e402f7b5a63994d01ed4f3dc2f6ab5d,277,AMAZON,1.4130434782608696,14991.143406247062,digital,2023-01-26,1985-06-18,2020-09-30,6519021,65,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS,39
1622b0c47fa3ca8b8b8a0b54dfde1d479b35e1e8,243,MERCADO PAGO,1.5826446280991735,9610.138494490353,digital,2023-01-28,1991-04-23,2019-07-19,6115104,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,34
16f22bd5adee3d4b0ae41ae241fce1b66c4e9fe9,311,COSTCO GAS,1.270967741935484,12389.186686188148,fisica,2023-01-30,1961-05-08,2021-04-19,6115013,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,64
175111c30e17b0c1751665678e3125c9d75d3d9b,507,MERCADO PAGO,0.7747035573122529,47212.31541103293,digital,2023-01-30,1998-06-16,2022-02-13,5509005,55,Persona Fisica Con Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES,26
17553057673459a94adebd6b19bce398c1dd2e03,1129,UBER,0.3475177304964539,771.3316736825401,digital,2023-01-29,1984-01-20,2021-02-28,6014097,60,Persona Fisica Con Actividad Empresarial,M,TRANSPORTE DE CARGA FORANEA,41
178038e16a3c24e9bca0a9ffb60b43fb8f320f70,314,SORIANA,1.2523961661341854,790.2248816873897,fisica,2023-01-30,1986-12-18,2019-06-21,6014039,60,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE,38
178667f76d2cdac1d280275b655fc43f94c5f684,341,TELCEL,1.1352941176470588,1032.876312416767,digital,2023-01-25,1990-04-14,2020-02-14,6115106,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL,35
18a53fc225d64401086c316fb899833b6d639c78,218,AMAZON,1.8018433179723503,2898.2870933517956,digital,2023-01-28,1991-05-22,2019-11-16,5105030,51,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS,34
18bfa1828cb73a941d6c9baf3dfbabd4045bbb86,443,UBER,0.8891402714932126,6884.427162829534,digital,2023-01-30,1975-12-25,2019-05-26,5509005,55,Persona Fisica Sin Actividad Empresarial,F,CONSTRUCCION DE INMUEBLES,49
18c6c39219059e0995200d725c4c678e22a8ff3d,320,UBER,1.2351097178683386,2051.5329417554885,digital,2023-01-30,1982-09-19,2020-02-28,6115057,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO,42
18d833ac5289ff5aca27d7ca0cc710256af56851,152,CINEPOLIS,2.5827814569536423,1088.8162654888467,fisica,2023-01-29,1982-10-15,2022-09-10,4701001,47,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,42
18e076d2bedd0c317d8c602959f19778bd80dad3,548,UBER,0.720292504570384,352.6121460691361,digital,2023-01-30,1994-01-25,2019-10-07,4802004,48,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,31
19083d810e11d4b233aaf064d22d8f20a57fa18f,193,AMAZON,2.0260416666666665,3594.7209589270265,digital,2023-01-28,1995-07-08,2020-09-05,5509016,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS,29
193df2d347c800efa8441c7b2403271da9ad437a,608,OXXO,0.6474464579901154,10948.86526176082,fisica,2023-01-30,1988-05-17,2020-02-11,7024028,70,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,37
197a249ecfa25a51bd904cd73ef77de4d0fa4330,370,AMAZON,1.056910569105691,27458.47501943603,digital,2023-01-30,1991-08-13,2019-08-11,5509002,55,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS,33
19a32480aa51eea09847e67f017a90e20df740d1,246,AMAZON,1.5959183673469388,460.2670899303136,digital,2023-01-30,1982-08-19,2019-06-17,6115121,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS,42
19cc3a917c08b1732559b5c1c556536626015bd7,339,WALMART,1.1627218934911243,11902.820898383687,digital,2023-01-30,1971-08-17,2022-08-28,5509016,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,53
19f23ae495f6fd4277519a2e6eb30f0b24d738fc,179,UBRPAGOSMEX,2.2134831460674156,4434.846159556839,digital,2023-01-30,1995-11-04,2019-09-27,6014120,60,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ROPA,29
1a05782def66e1904c5dd40e255e21c4fc0a50ac,218,AMAZON,1.8018433179723503,10141.3876532702,digital,2023-01-30,1996-01-08,2019-09-03,7428027,74,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE,29
1a1c25c15158fe5805fbfccda5f8181f0e2dbac5,176,FACEBOOK,2.182857142857143,76602.12314285389,digital,2023-01-26,1981-06-29,2021-06-27,5711020,57,Persona Fisica Con Actividad Empresarial,F,AGENCIA DE PUBLICIDAD,43
1a1e6dd25a72cf135502784109332810479e7724,316,OXXO,1.2380952380952381,596.124317824995,fisica,2023-01-27,1982-12-22,2020-10-31,6014120,60,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ROPA,42
1a5cc11faedfdac87849732ebe75c986675ac902,423,ITUNES,0.9265402843601895,2311.508423603691,digital,2023-01-29,1999-03-31,2017-06-06,6519039,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,26
1a5e832262f8bf6e6a8b42b1d1ab4e25d46fc264,461,RAPPI,0.8521739130434782,6882.322407941148,digital,2023-01-30,1975-04-05,2018-01-23,6519019,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS,50
1a9868a219eba7b3133c6e8c7a9ff6c7f274674b,107,7 ELEVEN,3.518867924528302,38483.57000153412,fisica,2023-01-28,1964-04-02,2020-09-19,6115037,61,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,61
1ab24287f57b19700bc8dcd3f051c8b61583f07c,113,WALMART,3.4910714285714284,8188.270043647276,fisica,2023-01-30,1993-04-14,2021-01-09,6519031,65,Persona Fisica Sin Actividad Empresarial,M,ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION EDUCACION SUBPROFESIONAL YPROFESIONAL CULTURA E INVESTIGACION,32
1add80fc61028f13c3b6764b8b68e61e6507fbe9,173,OXXO,2.255813953488372,5402.522190341446,fisica,2023-01-27,1997-07-22,2021-11-24,7428032,74,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL,27
1ba596b3179a3d78e58850f5e3bb8fb7957dee11,225,AMAZON,1.7142857142857142,14280.9472913373,digital,2023-01-28,1990-09-03,2020-03-07,7327004,73,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,34
1baf880d1068916c6a97c1f9f1e1a4992c112004,341,AMAZON,1.1588235294117648,4708.011569059857,digital,2023-01-30,1991-10-05,2019-09-17,6115013,61,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS,33
1bf032b412d043f50f342abd63caf32c9ca8b216,282,STARBUCKS,1.3807829181494662,1260.3166575061205,digital,2023-01-28,1984-08-12,2020-04-11,6822011,68,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE,40
