id,fecha_nacimiento,fecha_alta,id_municipio,id_estado,tipo_persona,genero,actividad_empresarial
217e3f98440eac6df428d352131e68af76d84080,1995-03-12,2021-01-23,6115033,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
e9d78b880174480f0603505d910a9e194aeec55e,1987-07-03,2021-01-19,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
45fdcbdd8d356352a34783d2ce822cfaa08f7d8c,1992-10-16,2021-01-03,6519006,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
ceec7f835d40e570b84a8f9acf151ae7ad079893,1980-12-17,2020-12-22,6317007,63,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
88443706437007ea932169dce86a2dedf4b27221,1982-02-26,2020-12-01,6519026,65,Persona Fisica Con Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
75d597ba71d7c90d8edfee1085713d0f556f93f4,1986-04-29,2020-11-28,5509005,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
e9dc184102fa9fd8af2c4166a8e12930bbc9ef54,1992-08-18,2020-11-18,6014097,60,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ROPA
21b2406ac19e643f6875f4a895aa44df537d4dc8,1998-01-04,2020-11-03,6115106,61,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
b7a6a07474831f03644ed909903b496666d3d7b0,1976-06-08,2020-08-12,6115104,61,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
6ebe6d1cdd4ffa319abf71d54e306bbd8addfb0f,1980-08-15,2020-07-04,5509012,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DE GOBIERNO
fa398d73d7a669f04865e987c33c5e8372a9248c,1997-05-28,2020-06-13,6519039,65,Persona Fisica Sin Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
cfa55d7d336bca9ae4d827398a84be57077f112b,1993-05-10,2020-06-06,6317007,63,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
8edcd32e658f91a98ffced62ed33d2ef9e43d9a0,1983-08-27,2020-06-02,5509014,55,Persona Fisica Con Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
864adfaaf133b78953b5aa2ea27b5dc34224067d,1989-09-07,2020-05-23,5509003,55,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
7480ed7072d7a07ff6225b04c8d105af6d886c63,1983-05-08,2020-03-31,5509003,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
3b1632817459063f443f4810f9d52f9bb123ab23,1986-06-08,2020-02-22,5509014,55,Persona Fisica Con Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
3f8cbe371ceb2e4c37ce75bc04da6f47a7919c1b,1975-11-25,2020-02-08,6115057,61,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
901870a95abbb0ddec297302f239d006d692c1e0,1983-07-06,2020-01-12,4701001,47,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
766f221e0a6e75ff3f1d0d18423d4da5b0e7d8eb,1996-09-30,2020-01-10,6721114,67,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
48e8fc0846cb550c3a5c5781194c09f7b16113b7,2001-04-12,2021-08-25,6519039,65,Persona Fisica Sin Actividad Empresarial,M,AGENCIA DE PUBLICIDAD
783f1c2643f769bc1342d3fba017b981c48c7af9,1990-08-16,2019-11-25,6519046,65,Persona Fisica Sin Actividad Empresarial,F,CONSTRUCCION DE INMUEBLES
84bab086b7099fdcd3192d2356d1295d16522316,1982-09-24,2019-11-22,6519026,65,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
624c87e12625d87c496e2471d8ec32deaa9454a8,1993-08-13,2019-10-27,6014120,60,Persona Fisica Sin Actividad Empresarial,F,ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION
3596b650a387497b3a18abac53151060e29bc4e8,1987-09-28,2019-10-14,6115104,61,Persona Fisica Sin Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
59268d018f7fb81b192432101bb54feff7954444,1971-10-19,2019-09-03,5509012,55,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
6895dcebb7d7daf7e40aae43a2ea0cce91bffd4d,1989-01-23,2019-09-02,6014120,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
4ea9e44e95a10ae2aae43ff8372c5b92d0e53329,1984-09-21,2019-08-30,5307101,53,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO
826158635df25e5fffa5f7989ffee57a73c4334d,1996-10-10,2019-08-27,6519039,65,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
27727d01ee4cf82c3672eff51d5b9f5f74bbeb59,1985-04-18,2023-02-17,5610007,56,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
64a7a57c252f948951f82e3b89952e0f61f6d165,1993-10-18,2019-07-30,6519039,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,1989-12-09,2019-07-30,7630087,76,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
23b4e6e36404db8e6d71d31d60512f26acd785e7,1996-04-28,2023-01-31,7226030,72,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
3225a5d0b592b755e07a68dd202b9d792f62174d,1988-09-25,2019-07-01,6822014,68,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
c61e95a1efa52c32ac065a523abf63f458b5def7,1985-01-18,2019-06-09,5509015,55,Persona Fisica Sin Actividad Empresarial,M,AGENCIA DE PUBLICIDAD
8bca43a5f08644b18e2f21242300332150afb98b,1997-06-23,2019-06-01,6519026,65,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
9c5b793a39b4f480d9b75a820194e4bacd85ec74,1991-05-30,2019-04-05,5509005,55,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
241250af04d9772831b4b9f6d39d311b562f2976,1993-12-14,2019-03-08,7226030,72,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
884a990ae864d7d832a8e6d0109a1ea8206307b2,1981-07-01,2019-02-02,6923001,69,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
49847c8161c002ab10b7410254ac2200b3eac16b,1984-04-18,2022-02-02,6519019,65,Persona Fisica Con Actividad Empresarial,M,PREPARACION DE TIERRAS DE CULTIVO Y OTROS SERVICIOS AGRICOLAS
ea3a608bb9d2a9bcc625d0da1d93a547d2460d81,1993-12-02,2019-01-18,6115109,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
9f2b3a2d400a06dd5701051619d2426d90772462,1991-02-18,2019-01-18,5509015,55,Persona Fisica Sin Actividad Empresarial,F,DESPACHO DE OTROS PROFESIONISTAS
98b30663015f37ff8050863aba082c3128fbdd5d,1990-11-18,2018-11-18,6519046,65,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
b724b68d73fbc5622080f8405c4109cb815d5184,1990-05-03,2021-05-08,6115104,61,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
5a1c6d0a09d4fa2fffad2c2f13ad73960a0f9c5e,1992-10-12,2020-08-30,6822011,68,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
41fd688494d0501d17690da268251cca0dcc5ad9,1984-06-24,2018-10-19,5610005,56,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ROPA
99325e3563e5f3975f63e31ec408d30845549ba7,1989-11-25,2019-03-09,4701001,47,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
798aaf7e3d3e55f454267e32ab64b52f87d84567,1973-10-15,2018-01-06,6923009,69,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
f52017374a51b788a004722737d80800a1c2c7d0,1996-08-28,2017-10-23,6519026,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
1a5e832262f8bf6e6a8b42b1d1ab4e25d46fc264,1975-04-05,2018-01-23,6519019,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
502c03007400c58500c3a69601353c86809602c4,1992-01-02,2017-08-14,5509007,55,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,1997-01-22,2017-06-06,6519039,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
5fa9eb49fd77f4a1fc71dff6ab89eefd137e5618,1990-05-07,2017-05-30,7327004,73,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
21482b6be8d84111b1ef25f2f248b12833c316ba,1968-06-09,2017-04-22,6014120,60,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
c92790e74f5d4768db0fe57b3ba07be8396b7c4d,1997-12-10,2017-02-21,6519006,65,Persona Fisica Sin Actividad Empresarial,F,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
97f8228dc59bf64aa315e32d7792937eca12364e,1982-07-17,2018-12-01,5509014,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
dd1e0ad3390a10b504b7aedf4c8a461fd00efa48,1980-08-12,2021-10-10,6115013,61,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS
74b7963125f580c9cdc54f0e90d570edd3a3d6d9,1987-09-30,2021-09-06,6822011,68,Persona Fisica Sin Actividad Empresarial,M,ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION
d076b085d54d60953c594dd9bd372c0dc84222f1,1988-12-20,2021-07-19,6721041,67,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
4435faacceffbed4c590f67c21553bc144be51a4,1984-11-19,2021-05-10,5509015,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
e8b58fde03231626a2170b79998d75e8d5a0172f,1979-10-02,2022-02-22,6519006,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
9bfc0f4a3bcc87743e067b0c4bebf1a0f9c5217a,1988-05-08,2021-04-05,5509010,55,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS
6a073cec7dd4c8f6a9c6a56ff2ddb78a93876cec,1983-10-14,2020-10-24,6014101,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
bcaa86c62ab531a0ad32c052386c130e04b36322,1991-11-21,2020-10-17,5408037,54,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,1977-08-21,2020-09-30,6519006,65,Persona Fisica Con Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
5f3ca1eb354ca3f34b7044ba6c057a876321f948,2002-07-08,2020-08-24,6519025,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
d9078209fb08265bb5b96b5dd4a6cfb59f5e582d,1986-09-12,2020-08-22,6014039,60,Persona Fisica Sin Actividad Empresarial,F,ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION
f07523d86ebab33f3a0f1b6396e1a0a6b0a8037d,1993-07-15,2020-08-15,7226030,72,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO
7c9063ab0a70033b767550c85243178aa1c79f59,1989-11-28,2020-08-01,6014039,60,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
f8d2a87baa764619829857afb3330682c2ce49fb,1990-04-21,2020-07-18,7428041,74,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL
b5778297c4196b91a7e9e496c32fc64219f898da,1993-04-26,2020-06-27,5307101,53,Persona Fisica Sin Actividad Empresarial,M,CONSTRUCCION DE INMUEBLES
edec886beac45e4c8a0389f69eecaf1c3482d5bf,1986-09-02,2020-06-13,7731050,77,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
3a3868006c53ad90f3f0ac309c7bd3e639a23719,1977-11-01,2020-05-11,6822014,68,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
e02d8303a1b6544b26c2abe9dba9f0d17f3f4fb9,1997-03-06,2020-05-09,6822014,68,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
1d57db78f59d7bf500c0f6cb1ceb5cd1258553e4,1984-06-12,2020-04-11,6519006,65,Persona Fisica Sin Actividad Empresarial,F,DESPACHO DE OTROS PROFESIONISTAS
0471167c6dcd9e87952bee4478ce26337793c07f,2002-03-05,2020-03-08,6519021,65,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
38b0999e7b5a863f9147e1454ba8cf07f7e2cd27,1990-04-18,2020-03-07,5610005,56,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
77196f62b08ce85a0edd280e951d935277f057c8,1978-12-06,2020-02-10,7125001,71,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
ef9eab66c50a9631b142e6397d9e50bad4b20ec3,1989-09-19,2020-01-21,6519046,65,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
922aac1cdf3d53172c3a3f78a1701ff498f8f51d,1980-12-12,2020-01-17,5509015,55,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
93c9b5d87071dc1fe4c34a86c0c98c8113e7fcfb,1991-12-23,2020-01-10,6115122,61,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
78c8329f7861f085874ac2ed47102b802aa746e2,1992-12-09,2019-12-31,6014039,60,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
d6ac3fa6bf4c71c236c0ec3b9aba16f9761b23ef,1980-09-21,2019-12-27,7630133,76,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
2a1bb0006a4eaaf1678eea5aa5bfac1d68b5a2f4,1988-04-06,2019-12-02,5509007,55,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
5618afd60ddac119b5dca08494289782bf117f79,1988-07-08,2019-11-30,6822011,68,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
386255abe482617ebf218e408e292de68bd3f560,1996-02-20,2019-11-08,6014098,60,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
0cddce87733ba0eae8aa52546a3931f0fc76e195,1971-03-03,2019-11-03,4802004,48,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS
3433c69c3b6173040c4194ecaa58eb0158aaa89d,1982-04-03,2019-10-19,6519039,65,Persona Fisica Sin Actividad Empresarial,F,AMA DE CASA
8a86c5cc8fa3b4c4ca7ad1c8597fdd09e65b7ae2,1973-09-07,2019-10-18,4903003,49,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO
4c1231468e83b7959ee95deed556f41949cdba0d,1990-08-25,2019-10-11,6014039,60,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
0e605f4ddcc29e333424991f6eba05e3faefe32c,1990-10-27,2019-09-29,5509012,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DE GOBIERNO
990e1ca928f06bc21eb9518f90a32fb4d0608409,1987-10-19,2019-08-03,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
4fa2a481e598fa02b42dfcd8370c7c2e24dca5b1,1990-10-12,2019-06-10,6923005,69,Persona Fisica Sin Actividad Empresarial,F,PRESTACION DE OTROS SERVICIOS TECNICOS
2b733723272ca45f11eef580b30bae4a379242f0,1986-02-24,2019-06-10,7226030,72,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
4b5b6bf7c0d0e616c648f9d6ba7d50d4a3f87390,1992-03-11,2019-05-28,4903003,49,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
b031d8137149cf687fb84be6198524356ad91483,1986-09-28,2019-04-21,4802004,48,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
a85916beb7602fa48ce1af983e29a8881478d2e3,1985-10-31,2019-03-17,6519021,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
aa61dc17381126cb949fbe28afc3f5c0a1481b50,1982-09-19,2019-03-16,7226030,72,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
948b031c943777ddce29def972b8d661a17f573a,1970-08-18,2019-03-08,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
20d7979a08e914f774e4ee0582e9c52610b368aa,1977-12-21,2019-02-25,6519026,65,Persona Fisica Sin Actividad Empresarial,M,SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS
c5a2d0ebb9f801fba2e4bd4af3c8d1a1a329c472,1994-02-07,2019-01-29,6014039,60,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR INDUSTRIAL
9e4986284d7c10efaa1dad7b715489dbf00a5ef5,1993-11-10,2019-01-22,6721041,67,Persona Fisica Sin Actividad Empresarial,F,PROFESIONISTA INDEPENDIENTE
e5679bed230e06d16783ef7fa587a00a0d729451,1986-05-04,2022-04-02,7024035,70,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
068a3a4901e7819ac41bfd214b724a4094baa6fc,1981-04-15,2019-01-04,7024035,70,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
beee123e73bd1816bbf1d2afc874be80e16eab46,1992-05-12,2018-11-11,5105030,51,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
71448aaee3d8a82dcfa33e43f819e4fe96661588,1999-02-23,2018-11-05,6519048,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE HARDWARE SOFTWARE Y ARTCULOS COMPUTACIONALES
a657783ecfa4237031662b76c048df6a937c6148,1980-12-22,2018-10-26,5509014,55,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR INDUSTRIAL
a7052aa8132520284c6f9b23fb3e6f7c2728648d,1998-12-26,2019-04-26,7731050,77,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
2f5363950dee195b91dd681977fde5d159d87b94,1987-03-18,2018-09-02,6519046,65,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
8d2d5fdb0101dbecdbdbd7e9bf92e59f04233cae,1996-06-25,2018-01-06,6216066,62,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
d8173fa7c5f1f02fd0fc5aa06fa266a645717a5f,1997-07-17,2023-04-01,6519006,65,Persona Fisica Sin Actividad Empresarial,M,EMPLEADO DEL SECTOR SERVICIOS
99fb7b837518d1fcd01ec8ad0ce4f38eb8f512d6,1989-06-25,2017-08-01,5408019,54,Persona Fisica Con Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
7e80f245cc1a01b48bce454762a11f8ac03231fa,1992-04-17,2017-06-12,6519046,65,Persona Fisica Sin Actividad Empresarial,M,COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE
f6cd565e050985d05d8b54f273ed255b9770843d,1999-02-20,2021-08-21,5105028,51,Persona Fisica Sin Actividad Empresarial,M,ESTUDIANTE
492ff1bca04fd6a07159f051d755c80afc8aaf72,1978-11-01,2021-06-20,6014097,60,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
2a121f5823747346124738360203b75cbd14c141,1994-06-10,2021-04-03,6519019,65,Persona Fisica Sin Actividad Empresarial,F,SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS
8941b449ef43ed5efd7a1f548c27f6bc8479562c,2002-11-06,2021-02-28,5004002,50,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
79ece83efe0d2c6e3f05eeea111f09aa519005a0,1994-02-28,2022-01-25,4802004,48,Persona Fisica Con Actividad Empresarial,M,ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES
0d7e9d7ce47c82714b00162dc2aecb532461a373,1987-07-16,2020-12-26,6519039,65,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
4f502fcd480cff83cacf8225818c5690f836493b,1983-09-01,2020-12-13,5509007,55,Persona Fisica Sin Actividad Empresarial,M,CONSTRUCCION DE INMUEBLES
78612204a703784961f6a32a1b7ca701751f03d9,1992-02-20,2020-11-08,5711020,57,Persona Fisica Sin Actividad Empresarial,M,AGENCIA DE PUBLICIDAD
4d40d038acd2fa1f57541be2fcf9a478de534481,1990-11-07,2020-10-25,6519039,65,Persona Fisica Sin Actividad Empresarial,F,EMPLEADO DEL SECTOR SERVICIOS
834443cae1779e27e87894ff4ade35f67d399d85,2002-05-22,2020-09-22,7226018,72,Persona Fisica Sin Actividad Empresarial,M,AGENCIA DE PUBLICIDAD
09b86636f4807823ff9041b427405b00aa25829c,1975-07-02,2020-08-25,6822014,68,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
f82d9570b2c555400f6f442f8ea66430d57296e4,1970-12-22,2020-08-16,6822006,68,Persona Fisica Sin Actividad Empresarial,M,PROFESIONISTA INDEPENDIENTE
3545165fbfb11219f2c13a61cbb49862e6d80b19,1996-02-10,2020-08-01,4903003,49,Persona Fisica Sin Actividad Empresarial,M,PRESTACION DE OTROS SERVICIOS TECNICOS
4e83b06a007553730d39dc39d2a99b7a60c440cb,2001-05-20,2020-06-21,6014098,60,Persona Fisica Sin Actividad Empresarial,F,ESTUDIANTE
